id,company_name,tax
711,CÔNG TY TNHH DNL PAPER VN,3703468781
712,CÔNG TY TNHH VANTINY,319538138
713,CÔNG TY TNHH H&H VINA LOGISTICS,319534729
714,CÔNG TY TNHH QÔI ATELIER,319536645
715,CÔNG TY CỔ PHẦN TC LUXURY KTV,3703471463
716,CÔNG TY CỔ PHẦN VÀNG BẠC ĐÁ QUÝ VENUS,319509803
717,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI THỰC PHẨM DUY DƯƠNG,319522191
718,CÔNG TY TNHH KINH DOANH THƯƠNG MẠI VĂN PHÒNG PHẨM HÒA THẮNG,319531132
719,CÔNG TY CỔ PHẦN THỰC PHẨM APEXNUTRIMIND,3703467026
720,CÔNG TY TNHH WESOCIAL,3703470156
721,CÔNG TY TNHH VISTA CONS,319532168
722,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MÔI TRƯỜNG HOÀNG GIA,3703469288
723,CÔNG TY TNHH MÔI TRƯỜNG ZHONG BA VN,3703469256
724,CÔNG TY TNHH HOÀNG PHÁT SPORTS,3703467114
725,CÔNG TY TNHH TƯ VẤN KIẾN TRÚC VÀ XÂY DỰNG YÊN CHI,319535715
726,CÔNG TY TNHH CÔNG NGHỆ AN MINH,319519953
727,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TUDECEM,319536148
728,CÔNG TY TNHH DỊCH VỤ ĐIỆN LẠNH COOL MASTER,319536412
729,CÔNG TY TNHH TMDV NGUYÊN XÍU - CHI NHÁNH HOÀ BÌNH,110684063
730,CÔNG TY TNHH KINH DOANH TỔNG HỢP SONG TUYỀN-CHI NHÁNH HÒA BÌNH,5702183177
731,CÔNG TY TNHH TM&DV HƯƠNG LAN - CHI NHÁNH HÒA BÌNH,2803166398
732,CÔNG TY TNHH VẬN TẢI ĐỖ VĂN TÁM - CHI NHÁNH HÒA BÌNH,801449774
733,CÔNG TY TNHH TMDV PINE FOREST MOTOR - CHI NHÁNH HÒA BÌNH,2601122084
734,CÔNG TY TNHH TMDV NHÀ HÀNG KHÁCH SẠN QUỐC ĐẠT - CHI NHÁNH ĐỒNG TIẾN,3703320016
735,CÔNG TY TNHH TMDV KINH DOANH THÙY DƯƠNG - CHI NHÁNH PHƯƠNG LÂM,3703319885
736,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI HÙNG TÍNH – CHI NHÁNH HÒA BÌNH,2902221000
737,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN THƯƠNG MẠI VÀ DỊCH VỤ KHÁNH LÂM- CHI NHÁNH HÒA BÌNH,901183976
738,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN TM&DV TRƯỜNG AN - CHI NHÁNH HÒA BÌNH,2500735976
739,CÔNG TY TNHH PHỤ TÙNG MOTOR TRƯỜNG HIỂN - CHI NHÁNH HÒA BÌNH,110846959
740,CÔNG TY TNHH TNHH KHÁCH SẠN VÀ DU LỊCH LUMINOUS VIỆT - CHI NHÁNH HÒA BÌNH,110712289
741,CÔNG TY TNHH ECOXI VIỆT NAM - CHI NHÁNH HOÀ BÌNH,110691430
742,CÔNG TY TNHH THỰC PHẨM SẠCH ANH HOÀNG - CHI NHÁNH HÒA BÌNH,2902225005
743,CÔNG TY TNHH MỘT THÀNH VIÊN M E AN PHÚ HƯNG - VĂN PHÒNG ĐẠI DIỆN TẠI HÒA BÌNH,312652402
744,CÔNG TY TNHH ĐẦU TƯ TMDV HÀO QUANG CHI NHÁNH HÒA BÌNH,2803166863
745,CÔNG TY TNHH ĐẦU TƯ KINH DOANH THƯƠNG MẠI QUANG HUY - CHI NHÁNH HÒA BÌNH,2601124211
746,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ HẢI NAM HB - CHI NHÁNH SỐ 1,5400555710
747,CÔNG TY TNHH ÂN HUYỀN VƯƠNG - CHI NHÁNH HÒA BÌNH,110709832
748,CHI NHÁNH HÒA BÌNH - CÔNG TY CP QUỐC TẾ DR PHARM,109528045
749,CÔNG TY TNHH DỊCH VỤ QUẢNG CÁO KIEUMAIADS - CHI NHÁNH HÒA BÌNH,111068973
750,CÔNG TY TNHH TỔNG HỢP P2P - CHI NHÁNH HOÀ BÌNH,111034678
751,CHI NHÁNH PHÚ THỌ - CÔNG TY CỔ PHẦN ĐO ĐẠC BẢN ĐỒ VÀ THIẾT KẾ XÂY DỰNG CHK VIỆT NAM,106944960
752,CÔNG TY TNHH KINH DOANH THƯƠNG MẠI HIỀN LÊ CHI NHÁNH HÒA BÌNH,2803165411
753,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH MAY XUẤT KHẨU 3T VINA,5400489049
754,CÔNG TY TNHH MTV THƯƠNG MẠI VÀ DỊCH VỤ DONATELLA,3301762896
755,CÔNG TY TNHH MTV THƯƠNG MẠI DỊCH VỤ SƠN LĨNH HIỀN,3301762906
756,CÔNG TY TNHH MTV HƯNG THỊNH PHÁT 85,3301762825
757,CÔNG TY TNHH HALIEN,3301762631
758,CÔNG TY TNHH MTV G23 GROUP,3301762889
759,CÔNG TY TNHH NHÀ XANH CONSTRUCTION,3301762737
760,CÔNG TY TNHH KIẾN TRÚC PHONG THỦY NGUYÊN THÀNH,3301762582
761,CÔNG TY TNHH CƠ KHÍ VÀ XÂY DỰNG TÀI TUẤN,3301762712
762,DOANH NGHIỆP TƯ NHÂN HIỆU VÀNG THU VÀNG,3301762215
763,CÔNG TY TNHH HGC EXPORT,3301762423
764,CÔNG TY TNHH XÂY DỰNG DỊCH VỤ HƯNG THỊNH,3301762455
765,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT ABBA,3301762448
766,CÔNG TY TNHH MTV REDCODX,3301762688
767,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ HOÀNG LONG NGUYÊN,3301762705
768,CÔNG TY TNHH MTV NHÀ ĐẤT HUẾ,3301762769
769,CHI NHÁNH 2 CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NỘI THẤT PHÚC HƯNG,3301693434
770,CHI NHÁNH HUẾ - CÔNG TY TNHH MỘT THÀNH VIÊN DU LỊCH ĐÌNH NHÂN,400581091
771,CÔNG TY TNHH MỘT THÀNH VIÊN HOẢ VŨ CỐ ĐÔ,3301762663
772,CÔNG TY TNHH CƠ KHÍ THIẾT BỊ VÀ XÂY DỰNG NGỌC LINH,3301762487
773,CHI NHÁNH HUẾ - CÔNG TY CỔ PHẦN HỢP TÁC ĐÀO TẠO VÀ PHÁT TRIỂN NGUỒN NHÂN LỰC VIỆT NAM,106104986
774,CÔNG TY TNHH MTV XÂY DỰNG KHÁNH PHƯƠNG,3301762286
775,CÔNG TY TNHH PHÚC VINH GROUP,3301761652
776,CÔNG TY TNHH TMDV BẢO VỆ THÀNH PHỐ HUẾ,3301762208
777,CÔNG TY TNHH XÂY DỰNG LT68,3301762568
778,CÔNG TY TNHH PIZZA LOVE,3301762399
779,CÔNG TY TNHH CUNG ỨNG THỰC PHẨM HƯNG THỊNH FOODS,1001329173
780,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẬN TẢI HNT HƯNG THỊNH,901238826
781,CÔNG TY TNHH THỰC PHẨM KHÁNH MY,901238086
782,CÔNG TY TNHH MỘT THÀNH VIÊN GLOBAL HUB,901238992
783,CÔNG TY TNHH THẾ GIỚI BẢN ĐỒ,1001330330
784,CÔNG TY TNHH ĐẦU TƯ SX & TM PHÚ THÀNH,1001330468
785,CÔNG TY TNHH THƯƠNG MẠI TOẢN THOA,901238752
786,CÔNG TY TNHH MTV HIẾU AUTO,901238431
787,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHIỆP YÊN MỸ,901238689
788,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI BAO BÌ MINH ĐẠT,901238079
789,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI NGA DƯƠNG,901238777
790,CÔNG TY TNHH TM DỊCH VỤ ĐẠI SƠN,901238696
791,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI MINH LUÂN,1001325323
792,CÔNG TY TNHH GẠO SẠCH HOÀNG GIA 89,901238329
793,CÔNG TY TNHH  DỊCH VỤ VÀ THƯƠNG MẠI VẬN TẢI QUANG ĐĂNG,901238784
794,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT THÀNH AN PLASTIC,901237935
795,CÔNG TY TNHH THƯƠNG MẠI THAVICO,901228761
796,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ PHÁT TRIỂN NMN,901229010
797,CÔNG TY TNHH SX & DỊCH VỤ THƯƠNG MẠI DƯƠNG ANH,901238311
798,CÔNG TY TNHH MTV MASPERO ELECTRIC,901238576
799,CÔNG TY TNHH VẬT LIỆU XÂY DỰNG PHÚC CHIẾN,901238590
800,CÔNG TY TNHH NÔNG SẢN CHIẾN ĐẠT,901237910
801,CÔNG TY TNHH DVVT ANH ĐỨC,901238512
802,CÔNG TY CỔ PHẦN NĂNG LƯỢNG XANH QUANG VINH - VÂN DU,901238495
803,CÔNG TY TNHH SYHUNG METALWORK,1001330323
804,CÔNG TY TNHH CÔNG NGHỆ REWMAR,4202057503
805,CÔNG TY TNHH MTV TV GOLD ART,4202057623
806,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH MÓM BÌNH HƯNG,4202056965
807,CÔNG TY TNHH ĐẠI LÝ THUẾ ĐẠI NGUYÊN - CHI NHÁNH CAM RANH,4201919633
808,CÔNG TY TNHH  QR POS,4500684193
809,CÔNG TY TNHH MTV TATACO,4202057422
810,CÔNG TY TNHH PACIFIC MEKONG TRADING,4202057359
811,CÔNG TY TNHH AN PHÁT 79 NHA TRANG,4202055136
812,CÔNG TY TNHH NÔNG NGHIỆP AN VIÊN KHÁNH SƠN,4202057253
813,CÔNG TY TNHH THUẬN HỒNG ÂN,4202057302
814,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI ĐẠI VẬN PHÁT,4202057278
815,CÔNG TY TNHH SX TM DV NÔNG NGHIỆP PHONG THỦY,4202057214
816,CÔNG TY TNHH TMDV XNK NGUYÊN ANH,4202056997
817,CÔNG TY TNHH TM VÀ DV LÊ SÁNG,4202056690
818,CÔNG TY TNHH DIGITAL SEEDS,4202056852
819,CÔNG TY TNHH THẾ GIỚI ĂN VẶT NHA TRANG,4202057172
820,CÔNG TY TNHH THƯƠNG MẠI DHF VIỆT NAM,4202057239
821,CÔNG TY TNHH BAGUETTE SAIGON BREAD & COFFEE,4202057285
822,CÔNG TY TNHH PHONG LIÊM APARTMENT,4202057246
823,CÔNG TY TNHH THƯƠNG MẠI MINH MẠCH,4500684764
824,CÔNG TY TNHH CRAFT & CHILL WORKSHOP,4202056404
825,CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG TROPI HOUSE DESIGN,4202055168
826,CÔNG TY TNHH THẢO LIVING,4202048562
827,CÔNG TY TNHH GIA TRÍ BẢO,4202056161
828,CÔNG TY TNHH ĐẦU TƯ HY ANH,4500684387
829,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH ĐÀO TẠO VÀ CUNG ỨNG NHÂN LỰC NHẬT TÂN,2500590311
830,VĂN PHÒNG ĐẠI DIỆN TẠI KIÊN GIANG - CÔNG TY TNHH TƯ VẤN ĐẦU TƯ GIÁO DỤC VÀ ĐÀO TẠO NHÂN ĐỨC,316724866
831,CHI NHÁNH DOANH NGHIỆP TƯ NHÂN THUÝ TÀI,1700016367
832,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH DỊCH VỤ BẢO VỆ AN NINH YUKI VN TẠI KIÊN GIANG,317750516
833,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ROS TRENDING- ROS BEAUTY CENTER,317574740
834,CHI NHÁNH CÔNG TY TNHH NUÔI TRỒNG THỦY SẢN CÔNG NGHỆ CAO HÙNG HẬU,1702249984
835,DOANH NGHIỆP TƯ NHÂN C&S 68 - CHI NHÁNH AN BIÊN,1702290453
836,CHI NHÁNH CÔNG TY TNHH BỘI TRÂN,1702144741
837,CHI NHÁNH CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN CÔNG ANH KIÊN LƯƠNG,1702083062
838,CÔNG TY TNHH CUNG ỨNG NGUYÊN LIỆU XANH – CHI NHÁNH PHÚ QUỐC,318896236
839,CHI NHÁNH- CÔNG TY TNHH ABCIS PHÁT TRIỂN TƯ VẤN VIỆT NAM,3603649505
840,CÔNG TY TNHH GIÁO DỤC EMD - CHI NHÁNH PHÚ QUỐC,318925769
841,CÔNG TY TNHH DỊCH VỤ STEEL VINA - VĂN PHÒNG ĐẠI DIỆN PHÚ QUỐC,109347306
842,CHI NHÁNH PHÚ QUỐC - CÔNG TY TNHH VISTA REAL,318903363
843,CHI NHÁNH RẠCH GIÁ - CÔNG TY TNHH TƯ VẤN XÂY DỰNG VIỆT THÀNH PHÁT,1702213096
844,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN MAI THÀNH NGHIỆP,1702053974
845,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THANH SANG KIÊN GIANG TẠI RẠCH GIÁ,1702246849
846,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI THUẬN PHÁT EC,3702643800
847,VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN CÔNG NGHỆ CHỐNG GIẢ VIỆT NAM TẠI TỈNH KIÊN GIANG,317929898
848,"CHI NHÁNH CÔNG TY CỔ PHẦN NĂNG LƯỢNG MỚI CCG - RẠCH GIÁ, KIÊN GIANG",316456134
849,VĂN PHÒNG ĐẠI DIỆN RẠCH GIÁ - CÔNG TY TNHH KIẾN TRÚC QUY HOẠCH XÂY DỰNG A-GROUP,317690634
850,CHI NHÁNH CÔNG TY TNHH CUNG ỨNG DỊCH VỤ GIA HƯNG,313699604
851,CHI NHÁNH KIÊN GIANG - CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT AN LỘC PHÁT,311785470
852,CHI NHÁNH KIÊN GIANG - CÔNG TY TNHH TM DV CHÂU NGỌC THẢO,3703142571
853,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH BOOTLEGGERS TRADING VIỆT NAM TẠI KIÊN GIANG,109726248
854,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN NGUYÊN HẢI KON TUM,11851274
855,DOANH NGHIỆP TƯ NHÂN THÀNH CỰ,1735624
856,VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN CÔNG NGHỆ CHỐNG GIẢ VIỆT NAM TẠI TỈNH KON TUM,317929898
857,CÔNG TY TNHH MTV DU LỊCH ĐỒI THÔNG MĂNG ĐEN,6101304291
858,CÔNG TY TNHH NHA ĐAN DƯƠNG TẠI KON TUM - NHA KHOA ACA CHI NHÁNH KON TUM,6101278683
859,CHI NHÁNH THÁI HÀ - CÔNG TY TNHH SẢN XUẤT DỊCH VỤ THƯƠNG MẠI NAM PHONG,6101265740
860,VĂN PHÒNG ĐẠI DIỆN TẠI KON TUM - CÔNG TY CỔ PHẦN PHÁT TRIỂN GOLDEN SMILE,312750505
861,CHI NHÁNH CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI XUẤT NHẬP KHẨU HỒNG NGỌC TẠI KON TUM,5900999087
862,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THƯƠNG MẠI DŨNG HÀ KON TUM,6101304301
863,CÔNG TY TRÁCH NHIỆM HỮU HẠN XUẤT NHẬP KHẨU ĐTN LOGISTICS,6101304238
864,CHI NHÁNH TẠI KON TUM - CÔNG TY CỔ PHẦN DỊCH VỤ VÀ THƯƠNG MẠI TGT GLOBAL,901179465
865,CÔNG TY TNHH MỘT THÀNH VIÊN BẢO HIỂM AN SINH PHÁT,6101304083
866,CÔNG TY TNHH MTV K HÙNG PHÚC,6101304189
867,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH ĐÀO TẠO VÀ TƯ VẤN THTAX,303970430
868,CÔNG TY TNHH MTV SHUHARI,6101304171
869,CÔNG TY TNHH MTV NHA KHOA KHÁNH LINH,6101304076
870,CÔNG TY TNHH MTV KIM NGÂN KT,6101304118
871,CÔNG TY TNHH SƠN ĐOÒNG CHI NHÁNH KON TUM,3100991342
872,CÔNG TY TNHH MTV HOÀ LỢI PHÁT,6101304252
873,CÔNG TY TNHH MTV AN BÌNH PHÁT KT,6101303900
874,CÔNG TY TNHH MTV HÀ QUANG KT,6101304213
875,CÔNG TY TNHH NÔNG NGHIỆP ANH THƯ,6101304277
876,CÔNG TY TNHH MTV TÔN THUẬN PHÁT NGỌC HỒI KON TUM,6101304245
877,CÔNG TY TNHH MTV NGÂN TRƯỜNG KT,6101304164
878,CÔNG TY TRÁCH NHIỆM HỮU HẠN NGỌC THĂNG ĐẮK XÚ,6101304132
879,CÔNG TY TNHH MTV KIM TÍN MINH HUY,6200134202
880,CHI NHÁNH LAI CHÂU - CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ XNK TÀI LỘC VIỆT,110768404
881,CÔNG TY TNHH THIÊT KẾ VÀ XÂY DỰNG DƯƠNG ĐỒNG TIẾN,6200134178
882,CHI NHÁNH LAI CHÂU - CÔNG TY CỔ PHẦN TẬP ĐOÀN SÂM VIỆT NAM - VNG,6200130487
883,CÔNG TY CỔ PHẦN TẬP ĐOÀN SÂM PHU TRA,6200134160
884,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI VÀ DỊCH VỤ THỊNH VƯỢNG,6200134107
885,CHI NHÁNH LAI CHÂU - CÔNG TY TNHH XÂY DỰNG TDP,110497779
886,CÔNG TY TNHH TACN CƯỜNG HẰNG LAI CHÂU,6200131787
887,CÔNG TY TNHH XUẤT NHẬP KHẨU HẰNG HOA,6200134001
888,CÔNG TY TNHH PHÚ THÀNH LC,6200134153
889,CÔNG TY TNHH MTV XÂY DỰNG QUỐC BẢO,6200134146
890,CÔNG TY TNHH MTV SỐ 5,6200134114
891,CÔNG TY TNHH MTV MINH KHANG LC,6200134121
892,CÔNG TY TNHH LAI CHÂU TRAVEL,6200134026
893,CÔNG TY TNHH MTV MINH ÁNH 68,6200133992
894,CÔNG TY CỔ PHẦN DỊCH VỤ HBM COMP,6200134019
895,CÔNG TY TNHH MTV XD VÀ TM DƯƠNG THÀNH PHÁT,6200134065
896,CÔNG TY TNHH TM VÀ DV TUẤN LINH LC,6200133632
897,CÔNG TY TNHH MTV XÂY DỰNG T&N,6200134097
898,CÔNG TY TNHH THƯƠNG MẠI TÂM AN LC,6200134072
899,CÔNG TY TNHH KHOÁNG SẢN HƯNG THỊNH 89,6200133199
900,CÔNG TY TNHH MTV CÁT ĐÁ ĐẠI LÂM,6200133216
901,CÔNG TY TNHH MTV TRẦN VÂN,6200134033
902,CÔNG TY TNHH  DƯƠNG HOÀNG GIA,6200133664
903,CÔNG TY TNHH MINH TRANG AN PHÁT,6200133907
904,CÔNG TY TNHH PHÂN PHỐI THƯƠNG MẠI TRUNG VÂN,6400481002
905,CÔNG TY TNHH TMDV KHANG VIÊN,5801572720
906,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THÁC LƯU LY,6400480520
907,CÔNG TY TNHH VIỆT HƯNG NGUYỄN,5801561616
908,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VẬN TẢI SƠN HÀ,6400480922
909,CÔNG TY TNHH  TT VĂN TÂM SOLUTION MARKETING INTERNATIONAL,5801571558
910,CÔNG TY TNHH EV XANH LÂM ĐỒNG,5801572632
911,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN GIÁO DỤC UV,6400480859
912,CÔNG TY TNHH MTV NÔNG SẢN THUẬN THU,3401287732
913,CÔNG TY TNHH  THƯƠNG MẠI THỦY SẢN NAM THÀNH,3401287404
914,CÔNG TY TNHH MUA BÁN PHẾ LIỆU ANH KHÔI,3401287605
915,CÔNG TY TNHH TM TỔNG HỢP THÀNH VINH MART,3401287436
916,CÔNG TY TNHH PHÚC TÀI GREEN TEA,5801570931
917,CÔNG TY TNHH GẠO ÁNH VY,3401287362
918,CÔNG TY TNHH THƯƠNG MẠI G7 MARK,6400480993
919,CÔNG TY TNHH  TMDV NÔNG SẢN THANH THUỶ,6400479638
920,CÔNG TY TNHH GREEN ĐÀ LẠT,5801572865
921,CÔNG TY TNHH CÔNG NGHỆ NĂNG LƯỢNG MINH NGHI,5801571131
922,CHI NHÁNH CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI QUỐC TẾ T&T,314969620
923,CÔNG TY TNHH MAI QUYỀN,5801571283
924,CÔNG TY TNHH THUẬN ĐẠT CONSTRUCTION,3401287612
925,CÔNG TY TNHH MTV KHÁNH NGỌC NHÂN,6400480827
926,CÔNG TY TNHH KINH DOANH TM DV TIẾN ĐẠT 35,5801572287
927,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOÀNG QUÂN HƯNG-CHI NHÁNH TUY ĐỨC,6400479927
928,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HOÀNG QUÂN HƯNG,6400479927
929,CÔNG TY TNHH LOGISTICS GIA HÂN,4900943614
930,CÔNG TY TNHH MTV HOÀNG GIA HGLS,4900943526
931,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH ĐẦU TƯ THỦY NGUYÊN XANH TẠI LẠNG SƠN,315077849
932,CÔNG TY CỔ PHẦN ĐẦU TƯ SƠN PHONG THỊNH,4900943163
933,CÔNG TY TNHH AGRIFO,4900943501
934,CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP TRIỆU TÌNH LS,4900943325
935,CÔNG TY TNHH LOGI VIỆT FAST,4900943082
936,CÔNG TY CỔ PHẦN ĐIỆN GIÓ BIÊN CƯƠNG THỊNH PHÁT,4900943188
937,CÔNG TY CỔ PHẦN TRUNG TÂM ĐỔI MỚI SÁNG TẠO LẠNG SƠN,4900942096
938,CÔNG TY TNHH ĐIỆN TỬ CÔNG NGHỆ TÂN DIÊU,4900937113
939,CÔNG TY TNHH XNK AN PHÁT GLOBAL,4900943332
940,CÔNG TY CỔ PHẦN TỔNG HỢP NÔNG NGHIỆP ĐẤT VIỆT,4900943124
941,CÔNG TY TNHH ĐẦU TƯ MÔI TRƯỜNG XANH LẠNG SƠN,4900943237
942,CÔNG TY TNHH XUẤT NHẬP KHẨU QUỐC TẾ MINH THUỲ,4900943283
943,CÔNG TY TNHH TIẾP VẬN QUỐC TẾ HƯNG PHÁT,4900943043
944,CÔNG TY TNHH TM & ĐT AN THỊNH PHÁT.,4900943300
945,CÔNG TY TNHH  XUẤT NHẬP KHẨU TLT 68,4900942699
946,CÔNG TY TNHH MỘT THÀNH VIÊN Q&T ELECTRONICS LẠNG SƠN,4900942628
947,CÔNG TY TNHH CHẾ BIẾN VÀ XUẤT NHẬP KHẨU NÔNG SẢN THIÊN LONG THẮNG,4900941656
948,CÔNG TY TNHH XUẤT NHẬP KHẨU MÁY MÓC THIẾT BỊ THIẾT NGƯU VIỆT NAM,4900943318
949,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KHN,4900943290
950,CÔNG TY TNHH XUẤT NHẬP KHẨU NHẤT PHÁT LOGISTICS,4900943276
951,CÔNG TY TNHH CHẾ BIẾN LÂM SẢN TÙNG LÂM,4900943029
952,CÔNG TY TNHH HÀ KHANG LS,4900938727
953,CÔNG TY TNHH THƯƠNG MẠI DALIN,4900943205
954,CÔNG TY TNHH LÝ ANH YB,5200967876
955,CÔNG TY TNHH MTV HẢI ĐĂNG LC,5200967717
956,CÔNG TY TNHH SIM 24H,5200967770
957,CÔNG TY TNHH XUẤT NHẬP KHẨU TM ĐỨC TÍN,5300851297
958,CÔNG TY TNHH NHA KHOA KHÔI NGUYÊN,5300851593
959,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI TIẾN MẠNH - VĂN PHÒNG ĐẠI DIỆN LÀO CAI SỐ 1,2301085850
960,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI TIẾN MẠNH - VĂN PHÒNG ĐẠI DIỆN LÀO CAI SỐ 2,2301085850
961,CÔNG TY TNHH BẢO AN KN,5200967869
962,CÔNG TY TNHH THƯƠNG MẠI TRƯỜNG NGUYỆT,5200966505
963,CÔNG TY TNHH HOÀNG ANH CREATIVE,5300850046
964,CÔNG TY TNHH MTV VÀNG BẠC HIỆU THẢO,5300851265
965,CÔNG TY TNHH MTV TMTH ÁNH DƯƠNG,5300845896
966,CÔNG TY TNHH QUẾ AN PHÁT VĂN YÊN,5200967650
967,CÔNG TY TNHH GIẢI PHÁP THÔNG MINH V-BUILDPRO,5200966382
968,CÔNG TY TNHH THIẾT BỊ SỐ MINH QUÂN,5300851272
969,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BẢO THẮNG TẠI LÀO CAI,202347156
970,CÔNG TY TNHH TƯ VẤN VÀ DỊCH VỤ AN PHÁT YB,5200967266
971,CÔNG TY TNHH MTV QUẾ ĐOÀN NGỌC,5200967435
972,CÔNG TY TNHH XNK TÂM AN NGHĨA,5300851441
973,CHI NHÁNH CÔNG TY TNHH VINA ARON,2600904829
974,CÔNG TY TNHH TM XNK NAM HẢI,5300851233
975,CÔNG TY TNHH TÂY BẮC VIỆT,5200966897
976,CÔNG TY TNHH AN BÌNH LÀO CAI,5300851480
977,CÔNG TY TNHH DUNGKIM COMESTIC,5200967548
978,DOANH NGHIỆP TƯ NHÂN NGUYÊN HỒNG HƯNG KHÁNH,5200965131
979,CÔNG TY TNHH NDK 18 GROUP,1102101048
980,CÔNG TY TNHH SẢN XUẤT THỨC ĂN CHĂN NUÔI AMAZONFEED,30304012
981,VĂN PHÒNG ĐẠI DIỆN LONG AN CÔNG TY TNHH DCT TOURISM,316718774
982,VĂN PHÒNG ĐẠI DIỆN LONG AN CÔNG TY TNHH DCT TOURISM,316718774
983,CHI NHÁNH LONG AN CÔNG TY TNHH PLASTIC VIỆT NAM,316285785
984,CÔNG TY TNHH BỒI DƯỠNG VĂN HÓA KỶ NGUYÊN MỚI – CHI NHÁNH MỸ HẠNH NAM,1102090903
985,CHI NHÁNH LONG AN - CÔNG TY TNHH BẢO ANH PROPERTY,110869480
986,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI ĐỊA ỐC ZIN LAND,317787611
987,CHI NHÁNH CÔNG TY TNHH MTV VIỆT THUẬN L.A,1102023456
988,CHI NHÁNH CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI- VẬT LIỆU XÂY DỰNG NGỌC QUYÊN,318403988
989,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ - XỬ LÝ MÔI TRƯỜNG TƯƠNG LAI XANH,303599706
990,VĂN PHÒNG ĐẠI DIỆN TÂN THẠNH CÔNG TY TNHH DCT TOURISM,316718774
991,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN BÃI SẠN - CHI NHÁNH BÃI SẠN SỐ 01,3603093715
992,CHI NHÁNH CÔNG TY TNHH NHA KHOA LUXURY SMILE TẠI LONG AN,3703210581
993,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN DŨNG HẠNH – CS1,318743173
